Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer,Name,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
6885,CA-2016-120677,31/05/2016,04/06/2016,Standard Class,BD-11320,Bill,Donatelli,Bristol,South West England,BS1 5DD,Central,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,1925.88
7683,CA-2016-120782,28/04/2016,01/05/2016,First Class,SD-20485,Shirley,Daniels,Bristol,South West England,BS1 5DD,Central,OFF-AP-10003779,Stationery,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,140.05
7684,CA-2016-120782,28/04/2016,01/05/2016,First Class,SD-20485,Shirley,Daniels,Bristol,South West England,BS1 5DD,Central,OFF-BI-10003527,Stationery,Files,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2859.73
3323,CA-2016-120810,23/07/2016,27/07/2016,Standard Class,TH-21550,Tracy,Hopkins,Liverpool,Merseyside,L1 1AA,East,OFF-AP-10002892,Stationery,Appliances,Belkin F5C206VTEL 6 Outlet Surge,51.7
3324,CA-2016-120810,23/07/2016,27/07/2016,Standard Class,TH-21550,Tracy,Hopkins,Sheffield,South Yorkshire,S1 2HH,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",96.62
8214,CA-2016-120845,25/09/2016,02/10/2016,Standard Class,ML-17395,Marina,Lichtenstein,Sheffield,South Yorkshire,S1 2HH,South,OFF-BI-10001116,Stationery,Files,"Wilson Jones 1"" Hanging DublLock Ring Binders",4.75
8215,CA-2016-120845,25/09/2016,02/10/2016,Standard Class,ML-17395,Marina,Lichtenstein,Birmingham,West Midlands,B1 1AA,South,OFF-PA-10004665,Stationery,Paper,Advantus Motivational Note Cards,7.86
8216,CA-2016-120845,25/09/2016,02/10/2016,Standard Class,ML-17395,Marina,Lichtenstein,Bristol,South West England,BS1 5DD,South,OFF-BI-10004506,Stationery,Files,Wilson Jones data.warehouse D-Ring Binders with DublLock,1.85
8217,CA-2016-120845,25/09/2016,02/10/2016,Standard Class,ML-17395,Marina,Lichtenstein,Newcastle,Tyne and Wear,NE1 1AA,South,OFF-BI-10001982,Stationery,Files,Wilson Jones Custom Binder Spines & Labels,2.45
944,CA-2016-120880,29/05/2016,03/06/2016,Standard Class,JL-15850,John,Lucas,Glasgow,Scotland,G1 1AA,West,OFF-PA-10004101,Stationery,Paper,Xerox 1894,24.3
945,CA-2016-120880,29/05/2016,03/06/2016,Standard Class,JL-15850,John,Lucas,London,Greater London,SW1A 1AA,West,OFF-ST-10001496,Stationery,Storage,Standard Rollaway File with Lock,405.43
946,CA-2016-120880,29/05/2016,03/06/2016,Standard Class,JL-15850,John,Lucas,Edinburgh,Scotland,EH1 1BB,West,OFF-BI-10002931,Stationery,Files,"Avery Trapezoid Extra Heavy Duty 4"" Binders",125.82
6072,CA-2016-120901,31/12/2016,04/01/2017,Standard Class,BG-11035,Barry,Gonzalez,Manchester,Greater Manchester,M1 1AE,Central,OFF-ST-10000025,Stationery,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,114.52
6073,CA-2016-120901,31/12/2016,04/01/2017,Standard Class,BG-11035,Barry,Gonzalez,Sheffield,South Yorkshire,S1 2HH,Central,OFF-FA-10001561,Stationery,Fasteners,Stockwell Push Pins,2.62
6074,CA-2016-120901,31/12/2016,04/01/2017,Standard Class,BG-11035,Barry,Gonzalez,Manchester,Greater Manchester,M1 1AE,Central,OFF-SU-10001225,Stationery,Supplies,Staple remover,4.42
8162,CA-2016-120915,28/09/2016,03/10/2016,Second Class,JJ-15445,Jennifer,Jackson,Bristol,South West England,BS1 5DD,East,OFF-AP-10002578,Stationery,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",220.14
8163,CA-2016-120915,28/09/2016,03/10/2016,Second Class,JJ-15445,Jennifer,Jackson,Newcastle,Tyne and Wear,NE1 1AA,East,TEC-PH-10003012,Electronics,Mobiles,Nortel Meridian M3904 Professional Digital phone,230.98
2586,CA-2016-121041,03/11/2016,10/11/2016,Standard Class,CS-12250,Chris,Selesnick,London,Greater London,SW1A 1AA,Central,OFF-EN-10001137,Stationery,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",4.96
3901,CA-2016-121097,03/01/2016,08/01/2016,Standard Class,SF-20965,Sylvia,Foulston,Birmingham,West Midlands,B1 1AA,Central,OFF-PA-10001937,Stationery,Paper,Xerox 21,7.78
8551,CA-2016-121132,17/07/2016,24/07/2016,Standard Class,VB-21745,Victoria,Brennan,Edinburgh,Scotland,EH1 1BB,Central,OFF-LA-10002368,Stationery,Labels,Avery 479,4.7
8552,CA-2016-121132,17/07/2016,24/07/2016,Standard Class,VB-21745,Victoria,Brennan,Liverpool,Merseyside,L1 1AA,Central,OFF-FA-10004248,Stationery,Fasteners,Advantus T-Pin Paper Clips,10.82
8055,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra,Brandow,Bristol,South West England,BS1 5DD,West,OFF-ST-10001490,Stationery,Storage,"Hot File 7-Pocket, Floor Stand",669.26
8056,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra,Brandow,Glasgow,Scotland,G1 1AA,West,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,230.75
8057,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra,Brandow,Liverpool,Merseyside,L1 1AA,West,OFF-ST-10000736,Stationery,Storage,Carina Double Wide Media Storage Towers in Natural & Black,546.62
8058,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra,Brandow,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-BI-10001617,Stationery,Files,GBC Wire Binding Combs,31.02
8059,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra,Brandow,Edinburgh,Scotland,EH1 1BB,West,TEC-PH-10003589,Electronics,Mobiles,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.38
8060,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra,Brandow,Edinburgh,Scotland,EH1 1BB,West,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,3.12
4130,CA-2016-121272,29/03/2016,04/04/2016,Standard Class,DO-13435,Denny,Ordway,Birmingham,West Midlands,B1 1AA,West,OFF-AP-10001947,Stationery,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96
1300,CA-2016-121391,04/10/2016,07/10/2016,First Class,AA-10315,Alex,Avila,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-ST-10001590,Stationery,Storage,"Tenex Personal Project File with Scoop Front Design, Black",20.22
6434,CA-2016-121405,30/03/2016,04/04/2016,Standard Class,FC-14335,Fred,Chung,London,Greater London,SW1A 1AA,Central,OFF-PA-10001838,Stationery,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",17.64
6435,CA-2016-121405,30/03/2016,04/04/2016,Standard Class,FC-14335,Fred,Chung,Birmingham,West Midlands,B1 1AA,Central,TEC-PH-10002890,Electronics,Mobiles,AT&T 17929 Lendline Telephone,135.72
7654,CA-2016-121552,22/03/2016,27/03/2016,Standard Class,FW-14395,Fred,Wasserman,Manchester,Greater Manchester,M1 1AE,South,OFF-AR-10003217,Stationery,Art,Newell 316,14.67
1859,CA-2016-121608,03/09/2016,05/09/2016,First Class,JB-15400,Jennifer,Braxton,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-AP-10002311,Stationery,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",103.22
1860,CA-2016-121608,03/09/2016,05/09/2016,First Class,JB-15400,Jennifer,Braxton,Glasgow,Scotland,G1 1AA,East,TEC-PH-10004959,Electronics,Mobiles,Classic Ivory Antique Telephone ZL1810,75.37
3583,CA-2016-121650,10/12/2016,16/12/2016,Standard Class,KD-16495,Keith,Dawkins,Birmingham,West Midlands,B1 1AA,Central,OFF-AR-10001149,Stationery,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",2.92
3584,CA-2016-121650,10/12/2016,16/12/2016,Standard Class,KD-16495,Keith,Dawkins,London,Greater London,SW1A 1AA,Central,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47
3585,CA-2016-121650,10/12/2016,16/12/2016,Standard Class,KD-16495,Keith,Dawkins,Bristol,South West England,BS1 5DD,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,143.97
3586,CA-2016-121650,10/12/2016,16/12/2016,Standard Class,KD-16495,Keith,Dawkins,Manchester,Greater Manchester,M1 1AE,Central,OFF-LA-10001045,Stationery,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,1.96
7311,CA-2016-121699,10/08/2016,14/08/2016,Standard Class,BD-11320,Bill,Donatelli,Liverpool,Merseyside,L1 1AA,Central,OFF-BI-10004632,Stationery,Files,GBC Binding covers,48.56
3119,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Sheffield,South Yorkshire,S1 2HH,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,842.94
3120,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Leeds,West Yorkshire,LS1 1UR,South,TEC-PH-10002496,Electronics,Mobiles,Cisco SPA301,187.19
3121,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Leeds,West Yorkshire,LS1 1UR,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",36.5
3122,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Manchester,Greater Manchester,M1 1AE,South,OFF-AR-10000380,Stationery,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",45.58
3123,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Liverpool,Merseyside,L1 1AA,South,OFF-BI-10004593,Stationery,Files,Ibico Laser Imprintable Binding System Covers,58.95
3124,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Sheffield,South Yorkshire,S1 2HH,South,OFF-BI-10001308,Stationery,Files,GBC Standard Plastic Binding Systems' Combs,2.83
3125,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Leeds,West Yorkshire,LS1 1UR,South,OFF-ST-10001780,Stationery,Storage,Tennsco 16-Compartment Lockers with Coat Rack,777.47
3126,CA-2016-121720,11/06/2016,12/06/2016,First Class,JE-15610,Jim,Epp,Sheffield,South Yorkshire,S1 2HH,South,OFF-ST-10003816,Stationery,Storage,Fellowes High-Stak Drawer Files,422.86
8135,CA-2016-121776,16/02/2016,21/02/2016,Standard Class,RD-19585,Rob,Dowd,London,Greater London,SW1A 1AA,West,OFF-PA-10001970,Stationery,Paper,Xerox 1881,27.63
8136,CA-2016-121776,16/02/2016,21/02/2016,Standard Class,RD-19585,Rob,Dowd,Glasgow,Scotland,G1 1AA,West,OFF-LA-10002762,Stationery,Labels,Avery 485,65.78
5849,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse,Overcash,Leeds,West Yorkshire,LS1 1UR,Central,OFF-AP-10003849,Stationery,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,536.73
5850,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse,Overcash,Edinburgh,Scotland,EH1 1BB,Central,OFF-ST-10000078,Stationery,Storage,Tennsco 6- and 18-Compartment Lockers,596.63
5851,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse,Overcash,London,Greater London,SW1A 1AA,Central,TEC-CO-10001571,Electronics,Copiers,Sharp 1540cs Digital Laser Copier,412.49
5852,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse,Overcash,Edinburgh,Scotland,EH1 1BB,Central,OFF-BI-10001658,Stationery,Files,GBC Standard Therm-A-Bind Covers,56.07
5853,CA-2016-121783,10/11/2016,14/11/2016,Standard Class,PO-19180,Philisse,Overcash,Manchester,Greater Manchester,M1 1AE,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,21.92
2709,CA-2016-121797,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles,Crestani,Manchester,Greater Manchester,M1 1AE,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",170.52
2710,CA-2016-121797,30/01/2016,06/02/2016,Standard Class,CC-12145,Charles,Crestani,Glasgow,Scotland,G1 1AA,West,TEC-MA-10000488,Electronics,Machines,Bady BDG101FRU Card Printer,1439.98
4449,CA-2016-121965,19/06/2016,23/06/2016,Standard Class,LH-17155,Logan,Haushalter,Liverpool,Merseyside,L1 1AA,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,9.42
4450,CA-2016-121965,19/06/2016,23/06/2016,Standard Class,LH-17155,Logan,Haushalter,Liverpool,Merseyside,L1 1AA,West,OFF-PA-10004355,Stationery,Paper,Xerox 231,4.86
4451,CA-2016-121965,19/06/2016,23/06/2016,Standard Class,LH-17155,Logan,Haushalter,Sheffield,South Yorkshire,S1 2HH,West,OFF-EN-10000056,Stationery,Envelopes,Cameo Buff Policy Envelopes,140.02
8515,CA-2016-122168,21/08/2016,26/08/2016,Standard Class,HG-14965,Henry,Goldwyn,Newcastle,Tyne and Wear,NE1 1AA,South,OFF-AR-10003602,Stationery,Art,"Quartet Omega Coloured Chalk, 12/Pack",13.14
8516,CA-2016-122168,21/08/2016,26/08/2016,Standard Class,HG-14965,Henry,Goldwyn,Glasgow,Scotland,G1 1AA,South,OFF-AR-10002053,Stationery,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",26.82
2134,CA-2016-122210,30/11/2016,04/12/2016,Standard Class,WB-21850,William,Brown,London,Greater London,SW1A 1AA,East,OFF-BI-10003656,Stationery,Files,Fellowes PB200 Plastic Comb Binding Machine,114.74
2135,CA-2016-122210,30/11/2016,04/12/2016,Standard Class,WB-21850,William,Brown,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-FA-10000053,Stationery,Fasteners,Revere Boxed Rubber Bands by Revere,7.94
2136,CA-2016-122210,30/11/2016,04/12/2016,Standard Class,WB-21850,William,Brown,London,Greater London,SW1A 1AA,East,TEC-PH-10002807,Electronics,Mobiles,Motorla HX550 Universal Bluetooth Headset,71.19
398,CA-2016-122259,31/10/2016,04/11/2016,Standard Class,HP-14815,Harold,Pawlan,Edinburgh,Scotland,EH1 1BB,Central,OFF-SU-10002573,Stationery,Supplies,"Acme 10"" Easy Grip Assistive Scissors",52.59
2039,CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560,Skye,Norling,Glasgow,Scotland,G1 1AA,West,OFF-PA-10001661,Stationery,Paper,Xerox 1922,8.96
2040,CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560,Skye,Norling,Manchester,Greater Manchester,M1 1AE,West,OFF-BI-10004656,Stationery,Files,Peel & Stick Add-On Corner Pockets,3.4
2041,CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560,Skye,Norling,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-BI-10003707,Stationery,Files,Aluminum Screw Posts,6.87
2042,CA-2016-122287,18/06/2016,23/06/2016,Standard Class,SN-20560,Skye,Norling,Manchester,Greater Manchester,M1 1AE,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,56.52
2497,CA-2016-122371,26/09/2016,01/10/2016,Standard Class,BS-11800,Bryan,Spruell,Birmingham,West Midlands,B1 1AA,West,OFF-ST-10002370,Stationery,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",48.13
2498,CA-2016-122371,26/09/2016,01/10/2016,Standard Class,BS-11800,Bryan,Spruell,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-EN-10000056,Stationery,Envelopes,Cameo Buff Policy Envelopes,93.34
4967,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad,Eason,Edinburgh,Scotland,EH1 1BB,East,TEC-PH-10001527,Electronics,Mobiles,Plantronics MX500i Earset,96.64
4968,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad,Eason,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-PA-10001307,Stationery,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.3
4969,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad,Eason,Leeds,West Yorkshire,LS1 1UR,East,TEC-AC-10004571,Electronics,Accessories,Logitech G700s Rechargeable Gaming Mouse,149.98
4970,CA-2016-122406,02/08/2016,05/08/2016,Second Class,BE-11455,Brad,Eason,Newcastle,Tyne and Wear,NE1 1AA,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,83.24
2806,CA-2016-122623,07/09/2016,11/09/2016,Standard Class,CC-12145,Charles,Crestani,Sheffield,South Yorkshire,S1 2HH,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",35.64
387,CA-2016-122756,03/12/2016,07/12/2016,Standard Class,DK-13225,Dean,Katz,London,Greater London,SW1A 1AA,East,TEC-MA-10001681,Electronics,Machines,Lexmark MarkNet N8150 Wireless Print Server,361.76
388,CA-2016-122756,03/12/2016,07/12/2016,Standard Class,DK-13225,Dean,Katz,Sheffield,South Yorkshire,S1 2HH,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.22
1593,CA-2016-122826,23/06/2016,25/06/2016,Second Class,RD-19480,Rick,Duston,Glasgow,Scotland,G1 1AA,West,TEC-PH-10004830,Electronics,Mobiles,Pyle PRT45 Retro Home Telephone,151.18
8986,CA-2016-123092,03/12/2016,07/12/2016,Standard Class,JG-15115,Jack,Garza,Edinburgh,Scotland,EH1 1BB,South,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",58.46
8987,CA-2016-123092,03/12/2016,07/12/2016,Standard Class,JG-15115,Jack,Garza,Leeds,West Yorkshire,LS1 1UR,South,OFF-BI-10001718,Stationery,Files,GBC DocuBind P50 Personal Binding Machine,71.98
8988,CA-2016-123092,03/12/2016,07/12/2016,Standard Class,JG-15115,Jack,Garza,Bristol,South West England,BS1 5DD,South,TEC-PH-10001700,Electronics,Mobiles,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,79.19
8989,CA-2016-123092,03/12/2016,07/12/2016,Standard Class,JG-15115,Jack,Garza,Glasgow,Scotland,G1 1AA,South,OFF-AR-10004078,Stationery,Art,Newell 312,7.01
7580,CA-2016-123113,23/11/2016,27/11/2016,Second Class,AT-10735,Annie,Thurman,London,Greater London,SW1A 1AA,East,OFF-AP-10000275,Stationery,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1968.84
7581,CA-2016-123113,23/11/2016,27/11/2016,Second Class,AT-10735,Annie,Thurman,Edinburgh,Scotland,EH1 1BB,East,OFF-AR-10004999,Stationery,Art,Newell 315,13.46
6709,CA-2016-123141,14/11/2016,19/11/2016,Standard Class,GZ-14470,Gary,Zandusky,Newcastle,Tyne and Wear,NE1 1AA,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88
6710,CA-2016-123141,14/11/2016,19/11/2016,Standard Class,GZ-14470,Gary,Zandusky,Newcastle,Tyne and Wear,NE1 1AA,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.76
4767,CA-2016-123155,09/03/2016,12/03/2016,First Class,NS-18640,Noel,Staavos,Leeds,West Yorkshire,LS1 1UR,Central,TEC-AC-10002473,Electronics,Accessories,Maxell 4.7GB DVD-R,85.14
4768,CA-2016-123155,09/03/2016,12/03/2016,First Class,NS-18640,Noel,Staavos,Glasgow,Scotland,G1 1AA,Central,TEC-PH-10001809,Electronics,Mobiles,Panasonic KX T7736-B Digital phone,269.91
2234,CA-2016-123232,14/12/2016,16/12/2016,Second Class,DJ-13630,Doug,Jacobs,Newcastle,Tyne and Wear,NE1 1AA,West,TEC-PH-10001051,Electronics,Mobiles,HTC One,239.98
5133,CA-2016-123330,21/06/2016,27/06/2016,Standard Class,EP-13915,Emily,Phan,London,Greater London,SW1A 1AA,South,TEC-PH-10001819,Electronics,Mobiles,Innergie mMini Combo Duo USB Travel Charging Kit,80.98
4276,CA-2016-123456,09/07/2016,13/07/2016,Standard Class,KN-16450,Kean,Nguyen,London,Greater London,SW1A 1AA,Central,OFF-AP-10002684,Stationery,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",36.47
2153,CA-2016-123505,22/11/2016,26/11/2016,Standard Class,AR-10540,Andy,Reiter,Manchester,Greater Manchester,M1 1AE,East,OFF-PA-10002586,Stationery,Paper,Xerox 1970,11.2
3020,CA-2016-123568,08/11/2016,14/11/2016,Standard Class,SC-20095,Sanjit,Chand,Manchester,Greater Manchester,M1 1AE,West,OFF-FA-10002701,Stationery,Fasteners,Alliance Rubber Bands,3.78
3021,CA-2016-123568,08/11/2016,14/11/2016,Standard Class,SC-20095,Sanjit,Chand,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-PA-10001125,Stationery,Paper,Xerox 1988,69.7
3022,CA-2016-123568,08/11/2016,14/11/2016,Standard Class,SC-20095,Sanjit,Chand,Edinburgh,Scotland,EH1 1BB,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",50.02
3023,CA-2016-123568,08/11/2016,14/11/2016,Standard Class,SC-20095,Sanjit,Chand,Liverpool,Merseyside,L1 1AA,West,OFF-BI-10001510,Stationery,Files,Deluxe Heavy-Duty Vinyl Round Ring Binder,68.76
1919,CA-2016-123673,30/10/2016,01/11/2016,Second Class,CH-12070,Cathy,Hwang,Manchester,Greater Manchester,M1 1AE,Central,TEC-PH-10001809,Electronics,Mobiles,Panasonic KX T7736-B Digital phone,224.92
9517,CA-2016-123939,24/08/2016,26/08/2016,Second Class,MS-17710,Maurice,Satty,Manchester,Greater Manchester,M1 1AE,East,TEC-PH-10000923,Electronics,Mobiles,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",20.24
9518,CA-2016-123939,24/08/2016,26/08/2016,Second Class,MS-17710,Maurice,Satty,Birmingham,West Midlands,B1 1AA,East,OFF-LA-10003190,Stationery,Labels,Avery 474,5.18
9519,CA-2016-123939,24/08/2016,26/08/2016,Second Class,MS-17710,Maurice,Satty,Sheffield,South Yorkshire,S1 2HH,East,OFF-ST-10003208,Stationery,Storage,Adjustable Depth Letter/Legal Cart,326.63
4846,CA-2016-124044,23/07/2016,26/07/2016,Second Class,MS-17830,Melanie,Seite,London,Greater London,SW1A 1AA,East,OFF-BI-10003460,Stationery,Files,Acco 3-Hole Punch,7.88
4059,CA-2016-124058,20/11/2016,24/11/2016,Standard Class,LC-16885,Lena,Creighton,Liverpool,Merseyside,L1 1AA,West,TEC-PH-10004774,Electronics,Mobiles,Gear Head AU3700S Headset,54.56
4060,CA-2016-124058,20/11/2016,24/11/2016,Standard Class,LC-16885,Lena,Creighton,Leeds,West Yorkshire,LS1 1UR,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,429.12
5716,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian,Moss,London,Greater London,SW1A 1AA,Central,TEC-AC-10002049,Electronics,Accessories,Logitech G19 Programmable Gaming Keyboard,464.96
5717,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian,Moss,Leeds,West Yorkshire,LS1 1UR,Central,TEC-PH-10003875,Electronics,Mobiles,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,21.87
5718,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian,Moss,Edinburgh,Scotland,EH1 1BB,Central,OFF-EN-10003286,Stationery,Envelopes,Staple envelope,43.47
5719,CA-2016-124107,09/10/2016,12/10/2016,Second Class,BM-11650,Brian,Moss,Manchester,Greater Manchester,M1 1AE,Central,OFF-AP-10003971,Stationery,Appliances,Belkin 6 Outlet Metallic Surge Strip,22.05
1287,CA-2016-124268,04/07/2016,08/07/2016,Standard Class,AD-10180,Alan,Dominguez,Glasgow,Scotland,G1 1AA,East,OFF-AR-10004817,Stationery,Art,Colourific Watercolor Pencils,11.61
1021,CA-2016-124450,27/04/2016,03/05/2016,Standard Class,GT-14710,Greg,Tran,Edinburgh,Scotland,EH1 1BB,East,OFF-AR-10001166,Stationery,Art,Staples in misc. colors,17.06
1022,CA-2016-124450,27/04/2016,03/05/2016,Standard Class,GT-14710,Greg,Tran,Newcastle,Tyne and Wear,NE1 1AA,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,950.65
1023,CA-2016-124450,27/04/2016,03/05/2016,Standard Class,GT-14710,Greg,Tran,Liverpool,Merseyside,L1 1AA,East,TEC-MA-10004212,Electronics,Machines,Cisco SPA525G2 5-Line IP Phone,1034.94
9263,CA-2016-124499,09/10/2016,13/10/2016,Standard Class,FM-14380,Fred,McMath,London,Greater London,SW1A 1AA,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,292.48
9264,CA-2016-124499,09/10/2016,13/10/2016,Standard Class,FM-14380,Fred,McMath,Edinburgh,Scotland,EH1 1BB,Central,OFF-AP-10002191,Stationery,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,202.43
2525,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas,Thornton,Manchester,Greater Manchester,M1 1AE,Central,OFF-AR-10004078,Stationery,Art,Newell 312,31.54
2526,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas,Thornton,Bristol,South West England,BS1 5DD,Central,TEC-AC-10002550,Electronics,Accessories,Maxell 4.7GB DVD-RW 3/Pack,19.12
2527,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas,Thornton,Sheffield,South Yorkshire,S1 2HH,Central,OFF-BI-10004965,Stationery,Files,Ibico Covers for Plastic or Wire Binding Elements,5.18
2528,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas,Thornton,Liverpool,Merseyside,L1 1AA,Central,OFF-BI-10004209,Stationery,Files,"Fellowes Twister Kit, Gray/Clear, 3/pkg",7.24
2529,CA-2016-124541,06/04/2016,10/04/2016,Standard Class,TT-21220,Thomas,Thornton,Birmingham,West Midlands,B1 1AA,Central,OFF-PA-10001526,Stationery,Paper,Xerox 1949,5.98
797,CA-2016-124653,24/12/2016,26/12/2016,First Class,DB-13120,David,Bremer,Birmingham,West Midlands,B1 1AA,East,OFF-PA-10000176,Stationery,Paper,Xerox 1887,99.59
798,CA-2016-124653,24/12/2016,26/12/2016,First Class,DB-13120,David,Bremer,Sheffield,South Yorkshire,S1 2HH,East,OFF-PA-10002365,Stationery,Paper,Xerox 1967,9.72
799,CA-2016-124653,24/12/2016,26/12/2016,First Class,DB-13120,David,Bremer,Manchester,Greater Manchester,M1 1AE,East,OFF-LA-10002271,Stationery,Labels,Smead Alpha-Z Colour-Coded Second Alphabetical Labels and Starter Set,16.17
1420,CA-2016-124800,26/09/2016,30/09/2016,Standard Class,RW-19540,Rick,Wilson,Edinburgh,Scotland,EH1 1BB,West,OFF-PA-10000501,Stationery,Paper,Petty Cash Envelope,64.7
